Complaint_Text,Category,Urgency,Date_Submitted
It is Librarian was unhelpful today.,Library,Medium,2026-02-06
Exam schedule is clashing with placement drives.,Academic,Medium,2026-04-03
Hygiene issues at the clinic close to Lab 3. very annoying,Health,High,2026-03-25
Campus security personnel are rude to students.,Security,High,2026-02-24
Chairs are uncomfortable in the reading room.,Library,Low,2026-02-13
Sports ground is too muddy to play.,Sports,Medium,2026-02-09
I am facing an issue where Hygiene issues at the clinic close to Library Section. bad,Health,High,2026-01-23
The internet in the 3rd floor is too slow for studying. very annoying,IT,Low,2026-01-16
Window pane is broken in Building C.,Maintenance,High,2026-03-22
Projector in Hostel A is not turning on. very annoying,IT,High,2026-01-11
Chairs are uncomfortable in the reading room.,Library,Medium,2026-01-17
I am facing an issue where Doctor was not available at the clinic near 3rd floor. urgent,Health,High,2026-01-07
I am facing an issue where Librarian was unhelpful today.,Library,Low,2026-01-02
Fan is making weird noises in Room 402. terrible,Maintenance,Medium,2026-01-16
Assignments are graded unfairly. urgent,Academic,Medium,2026-03-20
I am facing an issue where Bicycles are being stolen from the parking lot.,Security,Medium,2026-04-15
I am facing an issue where Computers in the Library Section lab are not working.,IT,Medium,2026-03-30
Cricket pitch needs to be rolled and cleaned.,Sports,Low,2026-03-15
Wi-Fi keeps disconnecting in Building C. terrible,IT,Low,2026-04-09
I am facing an issue where Software licenses expired on lab machines in Library Section.,IT,Medium,2026-02-22
This is Menu is repetitive and lacks nutrition.,Mess,Medium,2026-04-14
Course curriculum needs updating for industry standards.,Academic,High,2026-04-06
Parking lot lights are out. very annoying,Security,High,2026-03-04
CCTV cameras are not functional in 3rd floor. bad,Security,Medium,2026-03-28
It is Software licenses expired on lab machines in Hostel A. needs fixing,IT,Medium,2026-04-02
I am facing an issue where Doctor was not available at the clinic near Building C.,Health,High,2026-02-16
Indoor stadium is kept locked on weekends.,Sports,Low,2026-04-04
Need better first aid kits in the Main Block.,Health,Medium,2026-03-12
Outsiders entering the campus without checking. very annoying,Security,High,2026-02-15
I am facing an issue where Exam schedule is clashing with placement drives.,Academic,Low,2026-02-11
Need better first aid kits in the Room 402.,Health,High,2026-02-20
Bicycles are being stolen from the parking lot.,Security,High,2026-01-08
This is Cutlery is frequently dirty. needs fixing,Mess,Medium,2026-01-20
Food is served cold during dinner time.,Mess,High,2026-04-14
Cafeteria food gave several students food poisoning.,Mess,Low,2026-03-20
Chairs are uncomfortable in the reading room.,Library,Low,2026-01-15
It is Bicycles are being stolen from the parking lot. bad,Security,High,2026-03-03
Not enough quiet study spaces.,Library,Medium,2026-02-17
LAN cable missing in the Hostel A.,IT,Medium,2026-03-15
Elevator in Hostel A is stuck frequently.,Maintenance,Medium,2026-01-28
Bicycles are being stolen from the parking lot. terrible,Security,High,2026-01-20
Ambulance took too long to arrive at 3rd floor. bad,Health,High,2026-01-15
Menu is repetitive and lacks nutrition.,Mess,Medium,2026-02-18
It is Doctor was not available at the clinic near Hostel A. very annoying,Health,High,2026-04-02
I am facing an issue where Doctor was not available at the clinic near Lab 3.,Health,High,2026-01-03
Cafeteria food gave several students food poisoning.,Mess,High,2026-03-01
Parking lot lights are out. terrible,Security,Medium,2026-03-08
I am facing an issue where Not enough basketballs available. needs fixing,Sports,Medium,2026-03-29
Online journal access is revoked. terrible,Library,Medium,2026-01-25
Washrooms lack basic hygiene supplies in Library Section. needs fixing,Maintenance,Medium,2026-02-10
Doctor was not available at the clinic near 3rd floor.,Health,Medium,2026-03-12
Food is served cold during dinner time.,Mess,Medium,2026-03-12
No basic medicines available in the dispensary.,Health,Medium,2026-04-16
Menu is repetitive and lacks nutrition.,Mess,Medium,2026-01-22
Ambulance took too long to arrive at Hostel B. very annoying,Health,High,2026-03-15
This is Sports ground is too muddy to play. bad,Sports,Low,2026-01-20
No basic medicines available in the dispensary.,Health,High,2026-01-22
Computers in the Hostel A lab are not working.,IT,High,2026-01-12
I am facing an issue where Gym equipment requires maintenance. frustrating,Sports,Medium,2026-01-08
No security guard present at the back gate.,Security,High,2026-04-01
Timetable is poorly managed with no breaks.,Academic,Medium,2026-01-13
Outsiders entering the campus without checking.,Security,High,2026-02-01
This is Floodlights at the football ground are not working. terrible,Sports,Medium,2026-04-05
I am facing an issue where Online journal access is revoked.,Library,Medium,2026-03-10
Sports ground is too muddy to play.,Sports,Medium,2026-04-10
There is a water leak in the Main Block.,Maintenance,High,2026-02-05
It is Outsiders entering the campus without checking.,Security,Medium,2026-03-19
Floodlights at the football ground are not working.,Sports,Medium,2026-03-03
Fan is making weird noises in Main Block.,Maintenance,High,2026-01-19
It is Floodlights at the football ground are not working. needs fixing,Sports,Medium,2026-03-01
Not enough quiet study spaces. frustrating,Library,Medium,2026-02-21
Need more books on Machine Learning in the library.,Library,Medium,2026-02-23
It is Need more books on Machine Learning in the library.,Library,Medium,2026-03-13
Not enough basketballs available.,Sports,Low,2026-04-07
No vegetarian options available in the mess today. bad,Mess,Medium,2026-04-19
Parking lot lights are out.,Security,High,2026-02-11
It is Computers in the Building C lab are not working.,IT,Medium,2026-02-07
I am facing an issue where Window pane is broken in Hostel A. needs fixing,Maintenance,Medium,2026-01-22
Bicycles are being stolen from the parking lot. urgent,Security,Medium,2026-03-02
It is Parking lot lights are out. needs fixing,Security,High,2026-02-28
Cricket pitch needs to be rolled and cleaned.,Sports,Medium,2026-04-06
It is Course curriculum needs updating for industry standards.,Academic,Medium,2026-03-12
Assignments are graded unfairly.,Academic,High,2026-02-07
Hostel AC is not cooling in 3rd floor. Please fix ASAP.,Maintenance,High,2026-02-07
This is The internet in the Lab 3 is too slow for studying.,IT,Medium,2026-03-16
No vegetarian options available in the mess today.,Mess,Low,2026-02-16
The internet in the Room 402 is too slow for studying.,IT,Medium,2026-04-13
Indoor stadium is kept locked on weekends. needs fixing,Sports,Low,2026-04-18
It is Not enough basketballs available.,Sports,Low,2026-02-20
I am facing an issue where Hostel AC is not cooling in Lab 3. Please fix ASAP.,Maintenance,Medium,2026-04-05
Not enough quiet study spaces.,Library,Medium,2026-03-17
It is Unable to access the student portal from Hostel B.,IT,Medium,2026-01-14
Librarian was unhelpful today. urgent,Library,Medium,2026-03-21
Elevator in Hostel B is stuck frequently.,Maintenance,Medium,2026-01-04
Bicycles are being stolen from the parking lot. needs fixing,Security,High,2026-02-18
I am facing an issue where Hygiene issues at the clinic close to Hostel B. frustrating,Health,High,2026-04-17
Need better first aid kits in the Library Section. very annoying,Health,High,2026-01-16
Menu is repetitive and lacks nutrition.,Mess,High,2026-02-21
LAN cable missing in the Main Block. bad,IT,Low,2026-03-06
I am facing an issue where Parking lot lights are out.,Security,High,2026-03-17
Campus security personnel are rude to students. terrible,Security,Medium,2026-01-18
I am facing an issue where Doctor was not available at the clinic near Hostel A. terrible,Health,Medium,2026-04-05
I am facing an issue where Washrooms lack basic hygiene supplies in Hostel A.,Maintenance,High,2026-01-14
It is Not enough elective courses offered this semester.,Academic,Medium,2026-01-31
Menu is repetitive and lacks nutrition. urgent,Mess,Low,2026-04-08
I am facing an issue where Ambulance took too long to arrive at Lab 3.,Health,High,2026-01-13
Timetable is poorly managed with no breaks.,Academic,Medium,2026-03-01
This is Cricket pitch needs to be rolled and cleaned.,Sports,Low,2026-02-25
It is Medical room is closed during night hours near Library Section.,Health,Medium,2026-04-13
I am facing an issue where No basic medicines available in the dispensary.,Health,High,2026-03-09
Librarian was unhelpful today. terrible,Library,Low,2026-03-15
It is Bicycles are being stolen from the parking lot.,Security,High,2026-04-02
I am facing an issue where Sports ground is too muddy to play.,Sports,Low,2026-03-09
No vegetarian options available in the mess today.,Mess,High,2026-02-04
This is Elevator in Hostel A is stuck frequently. very annoying,Maintenance,High,2026-02-26
Water cooler on the Room 402 is broken.,Maintenance,High,2026-01-29
Outsiders entering the campus without checking.,Security,High,2026-01-16
LAN cable missing in the Hostel B.,IT,High,2026-04-12
I am facing an issue where Cafeteria food gave several students food poisoning.,Mess,Medium,2026-01-08
Librarian was unhelpful today.,Library,Low,2026-04-17
Ambulance took too long to arrive at Library Section.,Health,High,2026-04-10
Not enough quiet study spaces.,Library,Medium,2026-03-03
Cricket pitch needs to be rolled and cleaned. terrible,Sports,Low,2026-03-08
It is Campus security personnel are rude to students.,Security,High,2026-04-06
CCTV cameras are not functional in Lab 3.,Security,High,2026-04-16
Need more books on Machine Learning in the library.,Library,Medium,2026-01-05
Hygiene issues at the clinic close to Hostel B.,Health,Medium,2026-02-02
I am facing an issue where Lights are constantly flickering in Library Section.,Maintenance,Medium,2026-04-16
I am facing an issue where Sports ground is too muddy to play.,Sports,Medium,2026-02-02
Menu is repetitive and lacks nutrition.,Mess,Medium,2026-01-19
This is Floodlights at the football ground are not working.,Sports,Medium,2026-03-02
It is Chairs are uncomfortable in the reading room.,Library,Medium,2026-04-12
This is Bicycles are being stolen from the parking lot. very annoying,Security,High,2026-04-09
This is Food is served cold during dinner time. urgent,Mess,Medium,2026-02-06
Floodlights at the football ground are not working.,Sports,Low,2026-02-26
I am facing an issue where Doctor was not available at the clinic near Hostel A.,Health,High,2026-03-25
Floodlights at the football ground are not working.,Sports,Medium,2026-01-05
Need more books on Machine Learning in the library.,Library,Low,2026-03-19
Doctor was not available at the clinic near Building C.,Health,Medium,2026-01-16
Parking lot lights are out. urgent,Security,High,2026-02-22
It is Printers not working in the Room 402. needs fixing,IT,High,2026-03-07
Wi-Fi keeps disconnecting in Library Section. urgent,IT,Low,2026-02-24
Bicycles are being stolen from the parking lot.,Security,Medium,2026-03-23
Outsiders entering the campus without checking. very annoying,Security,High,2026-01-21
Unable to access the student portal from 3rd floor.,IT,Medium,2026-01-04
Online journal access is revoked.,Library,Low,2026-03-28
Cafeteria food gave several students food poisoning.,Mess,Low,2026-01-20
Online journal access is revoked. needs fixing,Library,Medium,2026-01-17
I am facing an issue where Course curriculum needs updating for industry standards.,Academic,Medium,2026-04-02
Water supply in mess area was disrupted. bad,Mess,Medium,2026-04-12
Not enough elective courses offered this semester. terrible,Academic,Medium,2026-02-17
This is Lights are constantly flickering in Main Block. needs fixing,Maintenance,Medium,2026-04-11
I am facing an issue where Cricket pitch needs to be rolled and cleaned. terrible,Sports,Low,2026-02-03
This is Hostel AC is not cooling in 3rd floor. Please fix ASAP.,Maintenance,Medium,2026-02-17
Ambulance took too long to arrive at Hostel A.,Health,High,2026-01-29
Elevator in 3rd floor is stuck frequently.,Maintenance,Low,2026-02-17
Campus security personnel are rude to students.,Security,High,2026-04-07
I am facing an issue where Not enough elective courses offered this semester.,Academic,High,2026-03-17
Water supply in mess area was disrupted.,Mess,Medium,2026-03-11
It is Campus security personnel are rude to students. needs fixing,Security,High,2026-03-01
Gym equipment requires maintenance.,Sports,Low,2026-04-18
I am facing an issue where Unable to access the student portal from Lab 3.,IT,High,2026-04-08
Water supply in mess area was disrupted. frustrating,Mess,Medium,2026-02-24
This is No basic medicines available in the dispensary.,Health,High,2026-02-26
Need more books on Machine Learning in the library. needs fixing,Library,Medium,2026-01-09
It is Need more books on Machine Learning in the library.,Library,Medium,2026-01-24
The internet in the Main Block is too slow for studying. needs fixing,IT,High,2026-01-07
Exam schedule is clashing with placement drives.,Academic,High,2026-03-17
This is Bicycles are being stolen from the parking lot. urgent,Security,High,2026-02-19
Not enough basketballs available.,Sports,Medium,2026-03-13
This is Indoor stadium is kept locked on weekends.,Sports,Medium,2026-04-14
Not enough basketballs available. needs fixing,Sports,Medium,2026-01-06
Gym equipment requires maintenance.,Sports,Low,2026-03-12
Indoor stadium is kept locked on weekends.,Sports,Medium,2026-01-02
Not enough basketballs available. very annoying,Sports,Low,2026-04-05
Online journal access is revoked.,Library,Low,2026-04-05
Need better first aid kits in the Room 402. needs fixing,Health,High,2026-03-13
Not enough elective courses offered this semester.,Academic,Low,2026-01-03
I am facing an issue where Exam schedule is clashing with placement drives. terrible,Academic,High,2026-01-18
Computers in the Hostel B lab are not working.,IT,High,2026-01-21
Doctor was not available at the clinic near Hostel B. bad,Health,High,2026-03-02
This is Wi-Fi keeps disconnecting in Hostel B. frustrating,IT,Medium,2026-02-06
There is a water leak in the Library Section.,Maintenance,Medium,2026-01-05
Menu is repetitive and lacks nutrition.,Mess,High,2026-03-23
This is No vegetarian options available in the mess today.,Mess,Medium,2026-03-15
I am facing an issue where Not enough quiet study spaces.,Library,Low,2026-01-26
This is Parking lot lights are out.,Security,High,2026-03-08
Fan is making weird noises in Room 402.,Maintenance,High,2026-03-31
Librarian was unhelpful today.,Library,Low,2026-03-22
I am facing an issue where Gym equipment requires maintenance. needs fixing,Sports,Low,2026-04-18
Cafeteria food gave several students food poisoning.,Mess,Low,2026-03-01
I am facing an issue where Librarian was unhelpful today. bad,Library,Low,2026-03-07
Cafeteria food gave several students food poisoning.,Mess,Medium,2026-03-16
Projector in Main Block is not turning on. needs fixing,IT,High,2026-03-28
This is Ambulance took too long to arrive at 3rd floor.,Health,High,2026-01-03
This is Not enough basketballs available.,Sports,Medium,2026-02-08
I am facing an issue where Water cooler on the Lab 3 is broken. frustrating,Maintenance,High,2026-01-12
Not enough quiet study spaces.,Library,Low,2026-02-05
I am facing an issue where Wi-Fi keeps disconnecting in Room 402. urgent,IT,Medium,2026-04-11
I am facing an issue where Hygiene issues at the clinic close to Main Block. needs fixing,Health,High,2026-04-18
Lights are constantly flickering in Hostel B. frustrating,Maintenance,Low,2026-01-10
Assignments are graded unfairly.,Academic,High,2026-02-14
Projector in Lab 3 is not turning on.,IT,High,2026-02-14
It is Parking lot lights are out.,Security,High,2026-04-19
Computers in the Hostel A lab are not working.,IT,Medium,2026-03-07
This is Projector in Building C is not turning on.,IT,Low,2026-03-08
This is Food is served cold during dinner time.,Mess,Low,2026-03-01
Online journal access is revoked. very annoying,Library,Medium,2026-04-18
Chairs are uncomfortable in the reading room.,Library,Low,2026-03-09
Parking lot lights are out. terrible,Security,High,2026-03-05
Online journal access is revoked. bad,Library,Low,2026-02-10
Cricket pitch needs to be rolled and cleaned.,Sports,Medium,2026-04-02
I am facing an issue where Librarian was unhelpful today. very annoying,Library,Medium,2026-01-09
This is No basic medicines available in the dispensary. very annoying,Health,High,2026-03-23
Menu is repetitive and lacks nutrition.,Mess,High,2026-04-02
This is Water supply in mess area was disrupted.,Mess,Low,2026-03-09
Assignments are graded unfairly. frustrating,Academic,Medium,2026-02-22
Timetable is poorly managed with no breaks. bad,Academic,Medium,2026-01-21
I am facing an issue where Need better first aid kits in the Library Section.,Health,High,2026-03-08
Campus security personnel are rude to students.,Security,High,2026-03-25
Timetable is poorly managed with no breaks.,Academic,Medium,2026-01-28
Not enough basketballs available. bad,Sports,Medium,2026-03-20
Ambulance took too long to arrive at Main Block. very annoying,Health,Medium,2026-02-21
It is Software licenses expired on lab machines in Lab 3.,IT,Low,2026-03-29
I am facing an issue where There is a water leak in the Hostel A.,Maintenance,High,2026-01-09
Window pane is broken in Building C. bad,Maintenance,Low,2026-01-08
Menu is repetitive and lacks nutrition.,Mess,High,2026-03-23
Parking lot lights are out. terrible,Security,High,2026-03-12
Unable to access the student portal from Room 402.,IT,High,2026-01-12
Timetable is poorly managed with no breaks.,Academic,Low,2026-04-05
Wi-Fi keeps disconnecting in 3rd floor. urgent,IT,Medium,2026-02-05
It is Printers not working in the 3rd floor. frustrating,IT,Low,2026-03-09
I am facing an issue where Cricket pitch needs to be rolled and cleaned.,Sports,Medium,2026-02-17
I am facing an issue where Exam schedule is clashing with placement drives.,Academic,High,2026-02-21
This is Washrooms lack basic hygiene supplies in Main Block.,Maintenance,Medium,2026-01-15
Parking lot lights are out. needs fixing,Security,High,2026-01-18
This is Bicycles are being stolen from the parking lot.,Security,Medium,2026-02-10
Online journal access is revoked.,Library,Medium,2026-02-10
Chairs are uncomfortable in the reading room. needs fixing,Library,Medium,2026-03-25
Parking lot lights are out.,Security,High,2026-03-30
No basic medicines available in the dispensary. urgent,Health,High,2026-01-15
It is Library closes too early during exam week. very annoying,Library,Low,2026-01-19
Exam schedule is clashing with placement drives.,Academic,High,2026-02-06
This is Outsiders entering the campus without checking.,Security,High,2026-01-01
I am facing an issue where Need more books on Machine Learning in the library. terrible,Library,Medium,2026-02-02
Floodlights at the football ground are not working.,Sports,Medium,2026-01-03
Window pane is broken in Hostel B.,Maintenance,High,2026-02-28
